gpt-5.5	455	87
gpt-5.5	475	103
gpt-5.5	481	97
gpt-5.5	487	106
gpt-5.5	483	99
gpt-5.5	1759	65
gpt-5.5	1832	96
gpt-5.5	481	100
gpt-5.5	1964	90
gpt-5.5	1907	123
gpt-5.5	1963	108
gpt-5.5	2145	94
gpt-5.5	2213	77
gpt-5.5	2011	70
gpt-5.5	2447	104
gpt-5.5	1914	129
gpt-5.5	2428	69
gpt-5.5	2492	44
gpt-5.5	2251	52
gpt-5.5	2836	87
gpt-5.5	2911	70
gpt-5.5	2275	72
gpt-5.5	443	80
gpt-5.5	2595	45
gpt-5.5	489	108
gpt-5.5	3675	79
gpt-5.5	2694	74
gpt-5.5	471	99
gpt-5.5	1796	96
gpt-5.5	483	98
gpt-5.5	599	114
gpt-5.5	2007	113
gpt-5.5	2899	59
gpt-5.5	1974	167
gpt-5.5	2166	138
gpt-5.5	2333	70
gpt-5.5	2135	153
gpt-5.5	513	94
gpt-5.5	2517	65
gpt-5.5	2457	103
gpt-5.5	1896	176
gpt-5.5	2596	60
gpt-5.5	2846	73
gpt-5.5	2031	111
gpt-5.5	2686	125
gpt-5.5	2335	109
gpt-5.5	3226	61
gpt-5.5	487	97
gpt-5.5	2911	60
gpt-5.5	2746	67
gpt-5.5	2904	164
gpt-5.5	1891	124
gpt-5.5	3790	75
gpt-5.5	469	94
gpt-5.5	535	242
gpt-5.5	505	127
gpt-5.5	2199	86
gpt-5.5	3332	209
gpt-5.5	3974	93
gpt-5.5	2508	67
gpt-5.5	1943	128
gpt-5.5	3783	102
gpt-5.5	1921	121
gpt-5.5	2202	181
gpt-5.5	4794	103
gpt-5.5	2271	100
gpt-5.5	4202	147
gpt-5.5	5005	81
gpt-5.5	2600	79
gpt-5.5	545	99
gpt-5.5	2605	74
gpt-5.5	5838	76
gpt-5.5	2378	241
gpt-5.5	2950	102
gpt-5.5	2077	137
gpt-5.5	4646	246
gpt-5.5	3135	66
gpt-5.5	469	75
gpt-5.5	2418	91
gpt-5.5	2805	269
gpt-5.5	3471	93
gpt-5.5	5088	175
gpt-5.5	1982	93
gpt-5.5	2753	75
gpt-5.5	459	85
gpt-5.5	497	103
gpt-5.5	2839	95
gpt-5.5	533	138
gpt-5.5	1851	107
gpt-5.5	1870	86
gpt-5.5	451	123
gpt-5.5	3682	62
gpt-5.5	2139	149
gpt-5.5	2594	107
gpt-5.5	2482	127
gpt-5.5	1831	102
gpt-5.5	3309	70
gpt-5.5	3221	102
gpt-5.5	2629	89
gpt-5.5	2256	83
gpt-5.5	4281	68
gpt-5.5	4001	65
gpt-5.5	471	149
gpt-5.5	2660	64
gpt-5.5	4008	99
gpt-5.5	477	80
gpt-5.5	3046	60
gpt-5.5	2002	127
gpt-5.5	465	100
gpt-5.5	5528	136
gpt-5.5	1796	106
gpt-5.5	2445	125
gpt-5.5	1798	120
gpt-5.5	487	97
gpt-5.5	451	95
gpt-5.5	2412	106
gpt-5.5	2890	57
gpt-5.5	2145	93
gpt-5.5	1998	96
gpt-5.5	7032	255
gpt-5.5	3021	74
gpt-5.5	2445	64
gpt-5.5	491	106
gpt-5.5	7174	88
gpt-5.5	443	88
gpt-5.5	459	110
gpt-5.5	1968	127
gpt-5.5	8549	109
gpt-5.5	1917	104
gpt-5.5	2284	176
gpt-5.5	2361	93
gpt-5.5	1864	108
gpt-5.5	2494	113
gpt-5.5	9343	99
gpt-5.5	2709	72
gpt-5.5	3011	89
gpt-5.5	2517	94
gpt-5.5	2947	88
gpt-5.5	2257	118
gpt-5.5	3051	55
gpt-5.5	10113	149
gpt-5.5	3503	71
gpt-5.5	2638	72
gpt-5.5	3952	69
gpt-5.5	10256	103
gpt-5.5	3565	112
gpt-5.5	4671	81
gpt-5.5	12174	114
gpt-5.5	3720	108
gpt-5.5	5389	71
gpt-5.5	12548	73
gpt-5.5	12692	102
gpt-5.5	14113	90
gpt-5.5	15532	126
gpt-5.5	15970	72
gpt-5.5	16115	120
gpt-5.5	5508	152
gpt-5.5	17554	170
gpt-5.5	18406	78
gpt-5.5	6660	176
gpt-5.5	19204	86
gpt-5.5	6822	129
gpt-5.5	20001	116
gpt-5.5	8644	94
gpt-5.5	20155	143
gpt-5.5	11115	108
gpt-5.5	21589	127
gpt-5.5	22003	61
gpt-5.5	13178	224
gpt-5.5	22157	107
gpt-5.5	13328	114
gpt-5.5	15247	109
gpt-5.5	23597	282
gpt-5.5	16042	111
gpt-5.5	25194	176
gpt-5.5	16814	163
gpt-5.5	26793	65
gpt-5.5	17613	124
